Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label
"وراحت ترفع صوتها , وهي تحضر الحصير من خارج الغرفة لتشعر الست بمبة أنها معها لم تتركها .",11,barec,,1.0,0.415885,mid,0.356292,mid
"وما لبثت أن عادت سيدة وفرشت الحصير على المصطبة المبنية من اللبن ,",10,barec,,1.0,0.021053,low,0.235661,low
"وقالت : قهوة , عندنا بن يمني يستاهل حنكك .",13,barec,,1.0,0.80369,high,0.517704,mid
- اقعدي يا سيدة .,9,barec,,1.0,0.517601,mid,0.325632,low
- القهوة قبل أن أقعد .,7,barec,,1.0,0.039542,low,0.761158,high
"- اقعدي يا سيدة ,",9,barec,,1.0,0.508295,mid,0.315198,low
أنا أريدك في شيء مهم .,5,barec,,1.0,0.062208,low,0.540825,mid
- يا ستي الحاجة من حقك علينا أن تأمري ؛,9,barec,,1.0,0.628644,mid,0.433608,mid
لا ينسى المعروف إلا ابن الحرام .,12,barec,,1.0,0.000949,low,0.577639,mid
لماذا لم ترسلي إلي وأنا أجيء على عيني ؟,8,barec,,1.0,0.092342,low,0.372985,mid
"- لا , أردت أن أجيء أنا إليك .",8,barec,,1.0,0.008272,low,0.337617,mid
"- أهلا وسهلا , شرفت بيتنا .",7,barec,,1.0,0.373325,mid,0.394242,mid
والنبي اتركيني دقيقة واحدة أحضر القهوة .,8,barec,,1.0,0.618011,mid,0.454124,mid
"- اسمعي يا سيدة , أنت تعرفين منذ متى وأنا متزوجة من الحاج .",9,barec,,1.0,0.033398,low,0.555675,mid
- نعم منذ أكثر من عشرين سنة .,7,barec,,1.0,0.0,low,0.739573,high
- أظن يا سيدة أن ليس في العالم واحدة فعلت ما أفعله أنا الآن .,10,barec,,1.0,0.0,low,0.419064,mid
- خيرا يا ستي الحاجة .,9,barec,,1.0,0.496434,mid,0.292286,low
"وجذبت الحاجة بمبة نفسا عنيفا من أعماق أحزانها , ثم أطرقت لحظات وصمتت .",13,barec,,1.0,0.0,low,0.285721,low
واحترمت سيدة حزن الحاجة وصمتها فصمتت هي حتى عادت بمبة إلى الحديث : أنت تعرفين كم يشتاق الحاج إلى أولاد .,11,barec,,1.0,0.0,low,0.328455,low
"وأطرقت سيدة وتنهدت ومصت شفتيها وقالت : نعم يا ستي الحاجة , ربنا يكون في عونك .",12,barec,,1.0,0.342725,mid,0.37307,mid
- الحاج الآن في الأربعين من عمره وهو . . .,7,barec,,1.0,0.001445,low,0.634615,mid
"وقاطعتها سيدة قائلة : هل جربت التفاحة , سهلة , أقول لك . . .",8,barec,,1.0,0.008371,low,0.449665,mid
وقاطعتها الحاجة بمبة : أكثر من عشرين سنة أجرب يا سيدة .,12,barec,,1.0,0.592208,mid,0.434076,mid
اسمعي الكلام لآخره ولا تقاطعيني .,8,barec,,1.0,0.134073,low,0.561747,mid
- أمرك يا ستي الحاجة .,9,barec,,1.0,0.610089,mid,0.328903,low
"- الحاج لم يعد يستطيع صبرا , وهو محق , فإن سنه لا تسمح له بأن ينتظر ؛",12,barec,,1.0,0.0,low,0.229836,low
"بلغ من شغفه بإنجاب الأطفال أنه كان يريدني أن أذهب إلى مصر اليوم , وأعرض نفسي على طبيب .",11,barec,,1.0,0.008664,low,0.241846,low
"ودقت سيدة صدرها , وكأنما طعن شرف الحاجة بمبة , وقالت سيدة : ماذا يا ستي الحاجة ؟ !",13,barec,,1.0,0.12607,low,0.337598,mid
"طبيب رجل , يكشف عليك أنت , أنت يا طاهرة يا نظيفة !",9,barec,,1.0,0.163723,low,0.626249,mid
"أمن أجل العيال يكشف عليك رجل , رجل يا ستي الحاجة , رجل ؟ !",9,barec,,1.0,0.464308,mid,0.471413,mid
"فقالت بمبة في أسى : لم أقبل يا سيدة , لم أقبل .",9,barec,,1.0,0.0,low,0.454509,mid
ولكني أعرف زوجي فهو رجل غيور .,10,barec,,1.0,0.019902,low,0.40294,mid
- عارفة يا ستي الحاجة .,9,barec,,1.0,0.946348,high,0.505351,mid
"- رفضت , وقلت في نفسي . . .",7,barec,,1.0,0.059819,low,0.724977,high
"وصمتت الحاجة وأطلقت تنهيدة أخرى من صدرها , فما خففت التنهيدة شيئا .",9,barec,,1.0,0.0,low,0.36176,mid
وكانت سيدة تتحرق شوقا لتعرف ما بنفس الحاجة .,10,barec,,1.0,0.0,low,0.250118,low
"ولم تكمل الحاجة حديثها , بل إنها لوت طريقه في عنف يدعو إلى الدهشة ,",12,barec,,1.0,0.0,low,0.215591,low
"فهي تسأل سيدة : قولي لي يا سيدة , أيجري أحد على ابنتك صالحة ؟",9,barec,,1.0,0.010081,low,0.437329,mid
"- نعم يا ستي الحاجة , ولكن ما المناسبة ؟",9,barec,,1.0,0.309126,low,0.466701,mid
- هل أعطى محمدين كلمة لأحد ؟,7,barec,,1.0,0.003722,low,0.627542,mid
- لا .,1,barec,,1.0,0.042271,low,0.820961,high
- أنا أخطبها للحاج والي .,7,barec,,1.0,0.675922,high,0.539847,mid
- ماذا يا ستي الحاجة ؟ !,9,barec,,1.0,0.42995,mid,0.338168,mid
ماذا قلت ؟ !,5,barec,,1.0,0.0,low,0.359185,mid
- ما سمعت .,8,barec,,1.0,0.05733,low,0.836262,high
"كان الموقف أكبر من الدهشة من سيدة , وأكبر من الألم من بمبة ؛",13,barec,,1.0,0.068134,low,0.362789,mid
"فلف المرأتين صمت امتزج فيه العجب الآخذ بالألم المرير , والتقت فيه دموع بدموع ؛ دموع من أعماق الإنسانية الخالصة .",13,barec,,1.0,0.0,low,0.278685,low
هارمونيكا,5,barec,,1.0,0.301606,low,0.945403,high
كل ما في الأمر أنني أريد أن أحيا ولا شيء آخر . .,10,barec,,1.0,0.0,low,0.389538,mid
"لقد تعرضت للموت مرتين , مرة شاهدته وفي الأخرى سببته .",10,barec,,1.0,0.0,low,0.332195,mid
وفي الحالتين ارتعبت من مجرد التحديق إلى تلك الحقيقة التي أسموها موتا .,13,barec,,1.0,0.0,low,0.255285,low
"دفنت أمي فقتلت قاتلها ثم هربت وعبرت البحر مع المهاجرين فارا من موت محتمل ,",10,barec,,1.0,0.0,low,0.296194,low
"ثم نجوت من موت آخر عبر رحلتي صوب النجاة ,",8,barec,,1.0,0.001781,low,0.218318,low
"ثم همت في البحر ووصلت إلى هذه الجزيرة ,",12,barec,,1.0,0.013346,low,0.344644,mid
"ولم أفهم بعد كيف يمكن لإنسان ما أن يكون ثم يفنى ويزول , وكيف يمكن لإنسان ما أن ينهي حياة أحدهم ؟",13,barec,,1.0,0.0,low,0.352323,mid
"قد يكون الأمر غريبا بعض الشيء ولكن لا بأس , فالمهم أن أعيش , وليس مهما أن أجد لنفسي تفسيرا ما لأي شيء في حياتي .",13,barec,,1.0,0.0,low,0.268504,low
"قبل الآن عشت وحدي مع أمي ؛ فقد مات أبي مذ كنت صغيرا ,",10,barec,,1.0,0.000651,low,0.385001,mid
"أما زوجتي فقد هاجرت إلى اليونان وتركتني وحدي مع شقاء أمي ,",13,barec,,1.0,0.002711,low,0.371606,mid
"ولكن بعد أن ماتت أو فلأقل : قتلت , وبعد أن قتلت من قتلها , حينها لم أجد أمامي ولو خيطا وحيدا يربطني بالبقاء ,",11,barec,,1.0,0.0,low,0.365924,mid
"وقد كنت طموحا بما فيه الكفاية ؛ إذ قررت الرحيل إلى اليونان لألتقي بزوجتي مصادفة وأكون معها ,",11,barec,,1.0,0.0,low,0.30273,low
"وحينها لا يكفي أن أكون موجودا وحسب , بل علي أن أتناسل في وجودي , وأكبر , وستكون لي عائلة كبيرة ممتدة .",12,barec,,1.0,0.0,low,0.416005,mid
""" أجل , كنت بهذا القدر من السذاجة "" .",10,barec,,1.0,0.053303,low,0.511549,mid
لم أكن أعرف أنني سأجد نفسي على هذه الجزيرة المجهولة .,10,barec,,1.0,0.004292,low,0.180441,low
"إذن فقد نجوت مجددا من الموت ,",10,barec,,1.0,0.0,low,0.198407,low
"أعرف أني الآن وحيد , وأعرف أن هذا ما لم أرده يوما ,",10,barec,,1.0,0.01109,low,0.571675,mid
"ولكن في لحظة الخطر يبقى الهدف الوحيد المنشود في الحياة هو أن أبقى على قيد الحياة ,",11,barec,,1.0,0.0,low,0.455021,mid
وبالفعل تبدو هذه الجزيرة كافية لأعيش ؛ فكل سبل الحياة تتوفر هنا ؛,9,barec,,1.0,0.0,low,0.235254,low
"ثمة جذوع مقطوعة من الشجر , وبجانبها سبيكة معدنية حادة قادرة على قطع أي من الجذوع , جذوع مستعدة في أية لحظة لتكون مركبي في أي رحيل قادم . .",12,barec,,1.0,0.0,low,0.304358,low
"اقتربت من الجذوع وإذ بي أرى عدة حبات من الفواكه الاستوائية تبشرني بأنني لن أموت جوعا , فثمة الكثير منها .",11,barec,,1.0,0.01001,low,0.309403,low
"بل أكثر من ذلك , إنها تعترف صراحة أن ثمة بشرا يعيشون هنا يقطعون الجذوع ويقطفون الفواكه .",11,barec,,1.0,0.0,low,0.397232,mid
"بعد لحظات من وصولي سمعت صوت عزف يشبه صوت الناي , يدندن على لحن أغنية "" أعطني الناي وغن . """,10,barec,,1.0,0.035458,low,0.495795,mid
"وهنا قطع الشك باليقين ,",11,barec,,1.0,0.009286,low,0.460321,mid
لقد سبقني بشر إلى هنا بالفعل . .,10,barec,,1.0,0.002308,low,0.35307,mid
"ابتهجت وأخذت أنادي مغنيا : "" فالغنا سر الوجود . """,7,barec,,1.0,0.030255,low,0.33025,mid
"توقف العزف , وناديت بصوت أعلى : "" الوجود . . الوجود . """,7,barec,,1.0,0.011494,low,0.519666,mid
"مرت دقيقة من صمت متوجس , قبل أن تطل علي امرأة ثلاثينية جميلة جدا لولا أن شعرها مقطوع بصورة مريبة , كأنها قطعته بنفس السبيكة التي قطعت بها الجذوع , ترتدي فستانا مزركشا , ولا ترتدي حذاء .",13,barec,,1.0,0.0,low,0.26689,low
"تحمل بيدها قطعة من قصب السكر , نحتتها وصنعت منها نايا , أو ما يشبه الناي .",10,barec,,1.0,0.044759,low,0.385977,mid
يا إلهي كم تبدو الحياة سهلة !,9,barec,,1.0,0.00852,low,0.168763,low
أيعقل أن تكون النجاة بهذه السهولة ؟,10,barec,,1.0,0.003454,low,0.297217,low
"بالفعل كانت ستكون بهذه السهولة لولا أنها صاحت في وجهي : "" ارحل عن جزيرتي . """,13,barec,,1.0,0.063891,low,0.415526,mid
أيعود ناج من البحر مصادفة إلى البحر الذي شرع بقتله ؟,11,barec,,1.0,0.0,low,0.264566,low
"ولست أتساءل عن أي ناج , أتحدث عني أنا الذي أريد النجاة بكل السبل !",10,barec,,1.0,0.013466,low,0.298683,low
أيعقل هذا ؟,9,barec,,1.0,0.006632,low,0.237777,low
"ببساطة لا , لم أعد إلى البحر ولم أعرض نفسي لأية مخاطرة , ولكني وفي الوقت نفسه قد لبيت رغبتها فابتعدت ولم أرحل .",11,barec,,1.0,0.00086,low,0.287072,low
"شعرت أنني بهذا إنما أنقذ نفسي منها ,",10,barec,,1.0,0.0,low,0.35348,mid
هي التي قالت إن تلك جزيرتها ولا تريد لأحد أن يشاركها فيها .,12,barec,,1.0,0.0,low,0.271765,low
ولكن أيعقل لامرأة مجنونة حافية ذات شعر مقطوع تعيش وحدها في جزيرة رحبة أن تقتل ؟,10,barec,,1.0,0.006845,low,0.354585,mid
لا يهمني أن أعرف فلست أريد أن أعرف شيئا .,10,barec,,1.0,0.0,low,0.277894,low
ألف,12,barec,,1.0,0.127593,low,0.948616,high
"الأبر Les Avares ou Avars : قوم من الهياطلة Les Huns أي من شعوب التتار الذين أغاروا على أوروبا في القرون الأولى للميلاد ,",14,barec,,1.0,0.39584,mid,0.568537,mid
"وبقيت أمة الأبر إلى القرن التاسع من الميلاد , فأبادها "" شرلمان "" ملك الفرنج , وشتت شملها .",12,barec,,1.0,0.0,low,0.332561,mid
"وكانت إقامتها على نهر الطونة المعروف أيضا بالدانوب Le Danube , وفي الأقاليم الشمالية منه , وسهول بلاد المجر التي يسميها مؤرخو العرب "" الأنجار "" .",14,barec,,1.0,0.008129,low,0.482196,mid
"وقد أقامت بأوروبا أكثر من ثلاثة قرون , ومع ذلك بقيت على بداوتها القديمة ؛ أي قبائل رحالة لم يستقر لها ملك , ولم تترك أثرا من العمران .",14,barec,,1.0,0.010447,low,0.299511,low
