Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label,art_id,artist_id,artist_name,art_title,writer,composer,verse_order,origin,dialect,corpus_version,word_count
جايين سوا,2,tarab,song,0.319043,0.945339,high,0.33898,mid,8198.0,3280.0,ابراهيم الكاشف,بغير عليك,غير معروف,غير معروف,19.0,Sudan,Sudanese,Habibi,2.0
انا بلبل,2,tarab,song,0.319042,0.288918,low,0.592155,mid,5542.0,2387.0,فريد الاطرش,انا بلبل,انور عبد الله,فريد الأطرش,1.0,Syria,Levantine,Habibi,2.0
29,2,tarab,poem,0.318863,0.005575,low,0.870072,high,34642.0,2611.0,قاسم حداد,ما يوقظ الحجر,,,257.0,Algeria,MSA,Tarab,1.0
بليل وشتي,2,tarab,song,0.318826,0.739066,high,0.510163,mid,8436.0,2183.0,فيروز,بليل وشتي,جوزف حرب,فيلمون وهبه,1.0,Lebanon,Levantine,Habibi,2.0
جملة مفيده,2,tarab,poem,0.318787,0.179144,low,0.185828,low,38431.0,3037.0,نزار قباني,إنهم يخطفون اللغة إنهم يخطفون القصيدة,,,7.0,Syria,MSA,Tarab,2.0
برصرص ألف بار,2,tarab,song,0.31878,0.86629,high,0.396153,mid,30322.0,1002.0,Wegz - ويجز,Akwa Mix | أقوى ميكس,,,2.0,Egypt,Egyptian,Tarab,3.0
عامل عون,2,tarab,song,0.318747,0.56986,mid,0.340131,mid,23306.0,953.0,الشيخ امام,محكمه,غير معروف,غير معروف,11.0,Egypt,Egyptian,Habibi,2.0
اومال !,2,tarab,song,0.3187,0.858455,high,0.406011,mid,29189.0,2387.0,فريد الاطرش,ياسلام على حبي (دويتو),فتحي قوره,فريد الأطرش,39.0,Syria,Levantine,Habibi,2.0
خرا ل خرا,2,tarab,song,0.318681,0.886859,high,0.355602,mid,30328.0,1005.0,Various Artists,Cypher El Maadi | سايفر المعادي,,,15.0,Egypt,Egyptian,Tarab,3.0
محتاج تفكير,2,tarab,song,0.318593,0.23255,low,0.503215,mid,17983.0,2424.0,جورج وسوف,غلابه في الحب,غير معروف,غير معروف,14.0,Syria,Levantine,Habibi,2.0
Black Caesar,2,tarab,song,0.31854,0.196883,low,0.606447,mid,30725.0,1051.0,ElNasser,ICE CREAM,,,76.0,Lebanon,Levantine,Tarab,2.0
كدا هنطووووول,2,tarab,song,0.318509,0.974689,high,0.213374,low,33045.0,708.0,محمد حماقي,حبيت المقابلة,,عزيز الشافعي,25.0,Egypt,Egyptian,Tarab,2.0
اكل ايه,2,tarab,song,0.318289,0.931024,high,0.987441,high,17684.0,727.0,ليلى مراد,عيني بترف,حسين السيد,محمد عبد الوهاب,36.0,Egypt,Egyptian,Habibi,2.0
خلان خلان,2,tarab,song,0.318284,0.616974,mid,0.402326,mid,4601.0,1244.0,محمد عبده,الليلة فرح,بدر بن عبد المحسن,سامي احسان,7.0,Saudi Arabia,Gulf,Habibi,2.0
بتوصل,2,tarab,song,0.317997,0.759679,high,0.847329,high,7770.0,2168.0,ماجدة الرومي,بدى قلك,هنرى زغيب,جمال سلامه,8.0,Lebanon,Levantine,Habibi,1.0
شمه شمه,2,tarab,song,0.317974,0.387567,mid,0.320385,low,14715.0,2145.0,ملحم زين,شـمه شـمه,غير معروف,غير معروف,1.0,Lebanon,Levantine,Habibi,2.0
متريح بالي,2,tarab,song,0.317952,0.630274,mid,0.17862,low,31928.0,2241.0,راغب علامة,أنا إسمي حبيبك,هاني عبد الكريم,محمد يحيا,10.0,Lebanon,Levantine,Tarab,2.0
دي ليلة انس,2,tarab,song,0.317854,0.759386,high,0.981833,high,12611.0,2241.0,راغب علامة,دي ليلة ورد,مارون كرم,احسان المنذر,7.0,Lebanon,Levantine,Habibi,3.0
جان كوكتو,2,tarab,poem,0.317827,0.023427,low,0.869605,high,38781.0,3037.0,نزار قباني,نظرية جديدة لتكوين العالم,,,7.0,Syria,MSA,Tarab,2.0
سموحة,2,tarab,song,0.31774,0.032579,low,0.22775,low,27463.0,650.0,مروة ناجي,يا اسكندرية,غير معروف,غير معروف,27.0,Egypt,Egyptian,Habibi,1.0
[Verse: Chyno],2,tarab,song,0.317488,0.153757,low,0.604237,mid,30987.0,2090.0,Chyno,AOK,,,24.0,Syria,Levantine,Tarab,2.0
مأخوذ,2,tarab,poem,0.317435,0.001773,low,0.475697,mid,34962.0,2611.0,قاسم حداد,البحر,,,278.0,Algeria,MSA,Tarab,1.0
باسما فتان,2,tarab,poem,0.317383,0.083734,low,0.378635,mid,38251.0,3098.0,أبو القاسم الشابي,غنني أنشودة الفجر الضحوك,,,60.0,Syria,MSA,Tarab,2.0
أفضل أكثر من ذلك,2,tarab,song,0.317333,0.0,low,0.579722,mid,30222.0,1012.0,Shabjdeed,Basha | باشا,,,35.0,Palestine,Levantine,Tarab,4.0
نجاحا,2,tarab,poem,0.317288,0.2374,low,0.453529,mid,63359.0,175.0,ابن زهر الحفيد,هل لقلبي قرار,,,45.0,Ayyubid Era,Classical,Tarab,1.0
هون هون هون هون,2,tarab,song,0.317148,0.815652,high,0.703274,high,12260.0,2183.0,فيروز,دجاجات الحب,الأخوين رحباني,الأخوين رحباني,16.0,Lebanon,Levantine,Habibi,4.0
تفضل شايلة,2,tarab,song,0.317124,0.808524,high,0.282493,low,8695.0,3241.0,حنان النيل,بين الليلة وبين يوم باكر,غير معروف,غير معروف,15.0,Sudan,Sudanese,Habibi,2.0
شويه شويه اكبر بيك,2,tarab,song,0.316966,0.886984,high,0.510065,mid,15923.0,1595.0,محمد عبد الجبار,طلع قلبي,رامي العبودي,غير معروف,44.0,Iraq,Iraqi,Habibi,4.0
أﻧﺖ نور ﺍﻟﺸﻤﺲ ﻟﻤﺎ,2,tarab,song,0.316791,0.438579,mid,0.831068,high,31781.0,2036.0,نداء شرارة,انت فرحة,آية علاء,نداء شرارة,5.0,Jordan,Levantine,Tarab,4.0
نشيجا,2,tarab,poem,0.316774,0.563685,mid,0.146679,low,34428.0,3122.0,هدى السعدي,مناحة النخيل,,,43.0,UAE,MSA,Tarab,1.0
عحالو خال,2,tarab,song,0.316707,0.569192,mid,0.35311,mid,30804.0,1012.0,Shabjdeed,Da7yeh | دحيّة,,,39.0,Palestine,Levantine,Tarab,2.0
رومنسي,2,tarab,song,0.316699,0.227668,low,0.393042,mid,13303.0,1431.0,عبد المنعم العامري,رومنسي,غير معروف,غير معروف,1.0,UAE,Gulf,Habibi,1.0
ميرسي كلك ذوق,2,tarab,song,0.316692,0.788635,high,0.625596,mid,24988.0,1645.0,كاظم الساهر,ميرسي,كاظم الساهر,كاظم الساهر,3.0,Iraq,Iraqi,Habibi,3.0
سنتين ..,2,tarab,song,0.316656,0.063076,low,0.679428,high,14224.0,727.0,ليلى مراد,سنتين وانا احايل,مامون الشناوي,رؤوف ذهني,5.0,Egypt,Egyptian,Habibi,2.0
عوزي,2,tarab,song,0.316608,0.988553,high,0.363629,mid,30691.0,1038.0,Illiam (PS) - إليام,Your Wife | مرتك,,,23.0,Jordan,Levantine,Tarab,1.0
(موال) ..,2,tarab,song,0.316555,0.020561,low,0.304021,low,3957.0,1916.0,حاتم العراقي,الغربه,ضياء الميالي,ماهر احمد,1.0,Iraq,Iraqi,Habibi,2.0
شيخ.. يصيح,2,tarab,poem,0.316523,0.196002,low,0.259622,low,45211.0,2662.0,فاروق جويدة,في رحاب الحسين,,,77.0,Egypt,MSA,Tarab,2.0
ندور,2,tarab,song,0.316487,0.501593,mid,0.447817,mid,12564.0,2152.0,مروان خوري,دواير,عبد الرحمن الابنودى,مروان خوري,41.0,Lebanon,Levantine,Habibi,1.0
ارجعة,2,tarab,song,0.316479,0.485165,mid,0.861008,high,12727.0,1608.0,محمد السالم,راجع الى ندمان,غير معروف,غير معروف,20.0,Iraq,Iraqi,Habibi,1.0
اشيل خلگ مجروح,2,tarab,song,0.31635,0.765578,high,0.434443,mid,4804.0,1493.0,يوسف الراشد,المن تركني,عمار محمد,سيف عامر,8.0,Iraq,Iraqi,Habibi,3.0
عالروزنا,2,tarab,song,0.316282,0.649362,mid,0.501914,mid,16308.0,2207.0,صباح,عالروزنا,غير معروف,غير معروف,1.0,Lebanon,Levantine,Habibi,1.0
شايل بشارة فال,2,tarab,song,0.316214,0.670452,high,0.346573,mid,1722.0,3199.0,عثمان مصطقى,اسرني يا مياس,غير معروف,غير معروف,6.0,Sudan,Sudanese,Habibi,3.0
مسا مسا مسا مسا,2,tarab,song,0.316188,0.767069,high,0.830208,high,25088.0,703.0,محمد رمضان,ميه مسا,غير معروف,غير معروف,1.0,Egypt,Egyptian,Habibi,4.0
عالي سماء,2,tarab,song,0.316168,0.006289,low,0.684247,high,1793.0,1328.0,طارق عبد الحكيم,اسمر عبر,محمد الفهد العيسى,طارق عبد الحكيم,13.0,Saudi Arabia,Gulf,Habibi,2.0
Valhalla,2,tarab,song,0.316108,0.143827,low,0.634691,mid,30530.0,1024.0,Molotof - مولوتوف,Valhalla,,,8.0,Egypt,Egyptian,Tarab,1.0
مش محتمل,2,tarab,song,0.316031,0.806072,high,0.32542,low,7403.0,664.0,محمد منير,بتبعديني,بهاءالدين محمد,وليد سعد,19.0,Egypt,Egyptian,Habibi,2.0
شد بلستر شد بلستر,2,tarab,song,0.315984,0.872407,high,0.223722,low,17415.0,799.0,شيكو,عمك,غير معروف,غير معروف,19.0,Egypt,Egyptian,Habibi,4.0
جي فاير,2,tarab,song,0.315979,0.025817,low,0.270174,low,606.0,1499.0,ياسر عبد الوهاب,اجاني الليل,غير معروف,غير معروف,6.0,Iraq,Iraqi,Habibi,2.0
يوم يوم..,2,tarab,song,0.315967,0.00384,low,0.746651,high,31748.0,1591.0,محمود التركي,الفراشة,محمد الجبوري,محمود التركي,26.0,Iraq,Iraqi,Tarab,2.0
(مروان خوري) :,2,tarab,song,0.315934,0.0,low,0.751499,high,27934.0,2179.0,كارول سماحة,يا رب,مروان خوري,مروان خوري,14.0,Lebanon,Levantine,Habibi,3.0
شوي شوي ....شوي شوي,2,tarab,song,0.315854,0.882082,high,0.797928,high,18077.0,951.0,ام كلثوم,غني لي شويه شويه,محمود بيرم التونسي,زكريا أحمد,13.0,Egypt,Egyptian,Habibi,4.0
لبنان.. لبنان,2,tarab,song,0.315785,0.00807,low,0.700951,high,4090.0,2168.0,ماجدة الرومي,القسم,غير معروف,غير معروف,24.0,Lebanon,Levantine,Habibi,2.0
أنا أنا أنا,2,tarab,song,0.315772,0.005981,low,0.955354,high,15724.0,2138.0,ميسم نحاس,ضيعت الحب,غير معروف,غير معروف,23.0,Lebanon,Levantine,Habibi,3.0
مختارا,2,tarab,poem,0.315768,0.003965,low,0.136364,low,41630.0,2837.0,إيليا ابو ماضي,لوعة في الضلوع مثل جهنم,,,12.0,Lebanon,MSA,Tarab,1.0
اومن,2,tarab,song,0.315765,0.004347,low,0.589066,mid,6897.0,2183.0,فيروز,اومن,الأخوين الرحباني,الأخوين الرحباني,1.0,Lebanon,Levantine,Habibi,1.0
توت حاوي,2,tarab,song,0.315745,0.439435,mid,0.310252,low,9637.0,953.0,الشيخ امام,توت حاوي,احمد فؤاد نجم,الشيخ امام,1.0,Egypt,Egyptian,Habibi,2.0
بكلم جوما,2,tarab,song,0.315743,0.544892,mid,0.188954,low,30609.0,1029.0,Marwan Pablo - مروان بابلو,Law Bt5aF | لو بتخاف,,,37.0,Egypt,Egyptian,Tarab,2.0
كوكتيل خطير,2,tarab,song,0.315654,0.285014,low,0.917237,high,29004.0,970.0,احمد مكي,يابوي يابوي,غير معروف,غير معروف,13.0,Egypt,Egyptian,Habibi,2.0
بدك اندوس بندوس,2,tarab,song,0.315554,0.79034,high,0.197894,low,30776.0,2283.0,Zaid Khaled - زيد خالد,ABULZOOZ | أبو الزوز,,,10.0,Lebanon,Levantine,Tarab,3.0
أنا غريب,2,tarab,poem,0.315537,0.007056,low,0.996828,high,38242.0,3098.0,أبو القاسم الشابي,أنا كئيب,,,2.0,Syria,MSA,Tarab,2.0
كلكو كذبة,2,tarab,song,0.315424,0.796668,high,0.425601,mid,30954.0,1007.0,The Synaptik - السينابتيك,Tol Al Leil 2 | طول الليل ٢,,,26.0,Syria,Levantine,Tarab,2.0
ناعمة رشوف,2,tarab,poem,0.315342,0.659848,mid,0.281283,low,37511.0,3142.0,محمد الشوكاني,خود رداح ربحله,,,7.0,Yemen,MSA,Tarab,2.0
ورد وبيلسان,2,tarab,song,0.315282,0.154951,low,0.709684,high,15943.0,2168.0,ماجدة الرومي,طلي بالابيض,غير معروف,غير معروف,12.0,Lebanon,Levantine,Habibi,2.0
باقي سؤال,2,tarab,song,0.314986,0.204424,low,0.473724,mid,18093.0,2168.0,ماجدة الرومي,غنِّي للحب,غير معروف,غير معروف,20.0,Lebanon,Levantine,Habibi,2.0
(موال):,2,tarab,song,0.314935,0.006019,low,0.353192,mid,44.0,2405.0,سامو زين,القطه,سامو زين,سامو زين,3.0,Syria,Levantine,Habibi,1.0
(موال) :,2,tarab,song,0.314935,0.006019,low,0.325563,low,3259.0,1645.0,كاظم الساهر,الحلوة,كاظم الساهر,كاظم الساهر,14.0,Iraq,Iraqi,Habibi,2.0
أصفر مجدول ممر,2,tarab,poem,0.314833,0.172525,low,0.361104,mid,53957.0,88.0,ابن المعتز,لا صيد إلا بوتر,,,2.0,Abbasid Era,Classical,Tarab,3.0
لحوس كساس,2,tarab,song,0.314735,0.286299,low,0.135912,low,30901.0,1012.0,Shabjdeed,Hamlana 2,,,3.0,Palestine,Levantine,Tarab,2.0
بنتج مورفين,2,tarab,song,0.314701,0.339731,mid,0.525715,mid,30309.0,1002.0,Wegz - ويجز,Ballerina | بلارينا,,,26.0,Egypt,Egyptian,Tarab,2.0
بطل غياب,2,tarab,song,0.314698,0.196695,low,0.287503,low,18261.0,1544.0,نصرت البدر,فدوة لتروح,قصي عيسى,نصرت البدر,18.0,Iraq,Iraqi,Habibi,2.0
انا اشسويت,2,tarab,song,0.314604,0.377888,mid,0.304008,low,5401.0,1417.0,منصور زايد,انا اشسويت,سلطان المجلي,فايز السعيد,1.0,UAE,Gulf,Habibi,2.0
ماسترنغ سامر سالم,2,tarab,song,0.314411,0.008903,low,0.419737,mid,8886.0,1863.0,خضير العزيز,تثبتلك الايام,علي بدر,عبد الله البدر,30.0,Iraq,Iraqi,Habibi,3.0
أنا جن أنا جن,2,tarab,song,0.314295,0.445512,mid,0.966031,high,30597.0,1029.0,Marwan Pablo - مروان بابلو,Tanna7 | تنح,,,22.0,Egypt,Egyptian,Tarab,4.0
Tag team,2,tarab,song,0.314182,0.010122,low,0.515419,mid,30348.0,1002.0,Wegz - ويجز,Bye Bye | باي باي,,,4.0,Egypt,Egyptian,Tarab,2.0
دنيا چن حلم,2,tarab,song,0.314088,0.690312,high,0.444451,mid,32570.0,1845.0,رحمة رياض,الله لا يحرمني,Ali Riyadh,Ghassan Al Shami,10.0,Iraq,Iraqi,Tarab,3.0
من من من,2,tarab,song,0.313988,0.002968,low,0.837623,high,30597.0,1029.0,Marwan Pablo - مروان بابلو,Tanna7 | تنح,,,28.0,Egypt,Egyptian,Tarab,3.0
إيديا,2,tarab,song,0.313861,0.727993,high,0.560179,mid,22517.0,3169.0,نادر خضر,ما كنت متصور,غير معروف,غير معروف,47.0,Sudan,Sudanese,Habibi,1.0
رمادية ؟,2,tarab,poem,0.313832,0.124518,low,0.672158,high,40682.0,2894.0,محمود درويش,طائران غريبان في ريشنا,,,46.0,Palestine,MSA,Tarab,2.0
هالك بيروت,2,tarab,song,0.31374,0.625794,mid,0.374892,mid,30880.0,2093.0,Blu Fiefer,Beirut | بيروت,,,31.0,Palestine,Levantine,Tarab,2.0
هون.. لأ,2,tarab,song,0.313728,0.582895,mid,0.740834,high,18702.0,2183.0,فيروز,في معنا بندوره,الأخوين رحباني,الأخوين رحباني,27.0,Lebanon,Levantine,Habibi,2.0
مستورد...,2,tarab,poem,0.313725,0.0,low,0.354659,mid,38379.0,3037.0,نزار قباني,أنا مع الإرهاب,,,47.0,Syria,MSA,Tarab,1.0
Fucked up,2,tarab,song,0.313674,0.775106,high,0.362938,mid,30241.0,1004.0,Vli Weezy - علي ويزي,Mayet | ميت,,,2.0,Egypt,Egyptian,Tarab,2.0
ارد موزين,2,tarab,song,0.31363,0.442396,mid,0.260576,low,31523.0,1591.0,محمود التركي,مشتاقين,حيدر الاسير,محمود الغياث,38.0,Iraq,Iraqi,Tarab,2.0
ريم برمي ينبل,2,tarab,poem,0.313531,0.380396,mid,0.434486,mid,40133.0,2878.0,أبو الهدى الصيادي,يا سائق الجمال,,,7.0,Oman,MSA,Tarab,3.0
مش معقولة,2,tarab,song,0.313464,0.870272,high,0.532528,mid,23786.0,2431.0,اصالة نصري,مش معقول,عبد الوهاب محمد,محمد سلطان,9.0,Syria,Levantine,Habibi,2.0
بكرة تتولف وزارة,2,tarab,song,0.313453,0.802457,high,0.465961,mid,20191.0,953.0,الشيخ امام,كلب الست,كلمات: احمد فؤاد نجم,غير معروف,102.0,Egypt,Egyptian,Habibi,3.0
جاي تاني جاي تاني,2,tarab,song,0.313354,0.926602,high,0.757493,high,11150.0,3238.0,خالد محجوب الصحافه,جاي تاني,غير معروف,غير معروف,1.0,Sudan,Sudanese,Habibi,4.0
يمشي فين,2,tarab,song,0.313353,0.951463,high,0.419814,mid,20057.0,953.0,الشيخ امام,كل عين تعشق حليوه,احمد فؤاد نجم,الشيخ امام,34.0,Egypt,Egyptian,Habibi,2.0
معليش معليش,2,tarab,song,0.313311,0.975063,high,0.201109,low,18873.0,2183.0,فيروز,قال قايل,زياد الرحباني,زياد الرحباني,7.0,Lebanon,Levantine,Habibi,2.0
جوزبف صقر,2,tarab,song,0.313053,0.335549,mid,0.311251,low,10927.0,2254.0,جوزيف صقر,حن الحديد على حالو,غير معروف,غير معروف,2.0,Lebanon,Levantine,Habibi,2.0
سهل و حلال,2,tarab,song,0.313051,0.143533,low,0.665458,high,20191.0,953.0,الشيخ امام,كلب الست,كلمات: احمد فؤاد نجم,غير معروف,50.0,Egypt,Egyptian,Habibi,3.0
[فاصل],2,tarab,song,0.313029,0.010532,low,0.377168,mid,30242.0,1075.0,Ahmed Negm,Ehna Hena Wento Hena | إحنا هنا وانتوا هنا,,,10.0,Egypt,Egyptian,Tarab,1.0
انا ماشي,2,tarab,song,0.312999,0.857828,high,0.633311,mid,5786.0,1148.0,عبد القادر الهدهود,انا ماشي,غير معروف,غير معروف,1.0,Kuwait,Gulf,Habibi,2.0
دنيا : بودي جارد,2,tarab,song,0.312852,0.29323,low,0.308881,low,12570.0,970.0,احمد مكي,دور بنفسك,غير معروف,غير معروف,13.0,Egypt,Egyptian,Habibi,4.0
‎انت مجرد سايح,2,tarab,song,0.312688,0.020842,low,0.360114,mid,32668.0,2221.0,زين العمر,مجرد سايح,Ali Al Mawla,Salah El Kurdy,12.0,Lebanon,Levantine,Tarab,3.0
مجنونة,2,tarab,poem,0.312559,0.098584,low,0.308928,low,37152.0,3150.0,عبد الولي الشميرى,ما أروعك !,,,14.0,Yemen,MSA,Tarab,1.0
تتونس بي,2,tarab,song,0.31244,0.847391,high,0.333457,mid,33183.0,2324.0,دانا صلاح,وينو,,,31.0,Palestine,Levantine,Tarab,2.0
هاربة ماريكان,2,tarab,song,0.312409,0.003801,low,0.268832,low,32438.0,2571.0,الشاب بلال,Vida Loca,,,36.0,Morocco,Meghribi,Tarab,2.0
احلي ﻋﻴﻮﻥ ﺑﻨﺮﻳﺪﺍ ...,2,tarab,song,0.31232,0.466258,mid,0.693827,high,1082.0,3173.0,معتز صباحى,احلي ﻋﻴﻮﻥ,غير معروف,غير معروف,1.0,Sudan,Sudanese,Habibi,4.0
متيجة طاووس بر,2,tarab,poem,0.312302,0.671244,high,0.194847,low,43876.0,2849.0,سليمان الباروني,بين الجبال وبين حوض,,,11.0,Libya,MSA,Tarab,3.0
أنا كل نيسان,2,tarab,poem,0.312251,0.131939,low,0.307737,low,38674.0,3037.0,نزار قباني,فستان التفتا,,,9.0,Syria,MSA,Tarab,3.0
كلشي كلشي كلشي,2,tarab,song,0.31214,0.88599,high,0.605485,mid,12867.0,1648.0,قيس هشام,رايح,حسام الحبيب,محمد هشام,31.0,Iraq,Iraqi,Habibi,3.0
آشور بانيبال,2,tarab,poem,0.312135,0.309294,low,0.230354,low,38797.0,3037.0,نزار قباني,هوامش على دفتر الهزيمة 1991,,,123.0,Syria,MSA,Tarab,2.0
Lame,2,tarab,song,0.31209,0.235547,low,0.261997,low,30367.0,1065.0,Arsenik - أرسينِك,Arsenik Vs Nader Sins Battle Rap,,,9.0,Egypt,Egyptian,Tarab,1.0
عطلان شغال,2,tarab,song,0.311718,0.867456,high,0.285322,low,30535.0,1013.0,Sadat El 3almy - سادات العالمي,El Medan | الميدان,,,28.0,Egypt,Egyptian,Tarab,2.0
كافي غياب كافي عتاب,2,tarab,song,0.311578,0.594704,mid,0.452882,mid,19625.0,1622.0,ماهر احمد,كافي غياب,قصي عيسى,ماهر احمد,1.0,Iraq,Iraqi,Habibi,4.0
ك برفد معجل,2,tarab,poem,0.311518,0.528957,mid,0.309515,low,82191.0,281.0,ابن نباته المصري,يا إماما صفاته,,,6.0,Mamluk Era,Classical,Tarab,3.0
ابادر ؟,2,tarab,song,0.311511,0.140446,low,0.410629,mid,32885.0,2555.0,خالد المظفر,أبادر,علي بوغيث,علي بوغيث,15.0,Morocco,Meghribi,Tarab,2.0
جيمس بوند,2,tarab,song,0.311486,0.011505,low,0.881701,high,30711.0,1037.0,Karim Medhat,Wel3a | ولعه,,,19.0,Jordan,Levantine,Tarab,2.0
منحرف ؟!,2,tarab,poem,0.311349,0.14061,low,0.418535,mid,35658.0,2778.0,احمد مطر,صاحب الضخامة ..... محقان المفدى,,,25.0,Iraq,MSA,Tarab,2.0
عيشة,2,tarab,song,0.311215,0.330735,mid,0.217797,low,30886.0,1012.0,Shabjdeed,Bombakshen | بومبكشن,,,17.0,Palestine,Levantine,Tarab,1.0
