Sentence,Readability,aldi_score,aldi_label,ags_score,ags_label
"والآن , أذكركم بنقطة هامة : عندما تدخل المديرة أو الناظرة أو الأستاذ عليكم الوقوف جميعا !",10,0.006664,low,0.446030,mid
وقوف !,1,0.030526,low,0.298079,low
لا داعي .,8,0.002696,low,0.223155,low
ابقوا جالسين !,8,0.325314,low,0.191126,low
ما هذا ؟,5,0.000836,low,0.878487,high
ألم يعلموكم الوقوف يا أولاد ؟ !,9,0.000000,low,0.442399,mid
جلوس,2,0.003442,low,0.218294,low
"صدقوني يا صغاري , إذا تحلى كل منكم بالإرادة الطيبة . . سنتسلى ونمضي معا وقتا طيبا !",13,0.007702,low,0.336518,mid
ولكن . . علينا أيضا أن نعمل ونجتهد !,12,0.000000,low,0.474101,mid
ها قد دق جرس الفسحة !,10,0.060604,low,0.289782,low
الفسحة فرصة كي يتعارف الأولاد . . ويكونوا صداقات جميلة,13,0.016681,low,0.367956,mid
"هنا في الروضة , يخطون خطواتهم الأولى في اكتساب المعرفة وتكوين شخصياتهم .",11,0.003900,low,0.404554,mid
إنهم أمانة في أيدينا .,10,0.002519,low,0.484692,mid
إنهم المستقبل,10,0.000000,low,0.368390,mid
أحباب الله,7,0.023786,low,0.283197,low
مكارم الأخلاق,11,0.000000,low,0.381805,mid
التواضع والوقار,5,0.000000,low,0.416967,mid
"يبدو المؤمن متميزا في كل شيء , في أقواله وأفعاله , بيعه وشرائه , في صمته وكلامه , بل في هيئته وهو يمشي في طريقه ,",12,0.009413,low,0.483190,mid
"فمن سمات المؤمنين الخاشعين : التواضع والوقار والسكينة ,",9,0.000000,low,0.453665,mid
"فالمؤمن لا يمشي مختالا متكبرا متعاليا على الآخرين , بل يكون متواضعا , ولكن من غير ضعف أو رياء .",12,0.000000,low,0.440437,mid
"وصف القرآن الكريم عباد الرحمن ,",6,0.000000,low,0.422278,mid
قال تعالى في الآية ( 63 ) من سورة الفرقان : ( وعباد الرحمن الذين يمشون على الأرض هونا وإذا خاطبهم الجاهلون قالوا سلاما ),14,0.000000,low,0.575697,mid
"عباد الرحمن يمشون على الأرض هونا , أي : بسكينة ووقار , من غير تجبر ولا استكبار .",13,0.000816,low,0.497823,mid
وقال الله تعالى في الآية ( 18 ) من سورة لقمان : ( ولا تصعر خدك للناس ولا تمش في الأرض مرحا إن الله لا يحب كل مختال فخور ),14,0.000000,low,0.434212,mid
"ومعنى لا تصعر خدك للناس , أي : لا تمل خدك عنهم تكبرا , ولا تمش في الأرض مرحا , أي خيلاء .",12,0.000000,low,0.364483,mid
"هذه صفات المؤمن في هيئته ومشيته ,",12,0.279665,low,0.505743,mid
"ليس معنى ذلك أن يمشي ضعيفا , تبدو عليه علامات الذل والهوان , بل يمشي قويا عزيزا من غير كبر ولا خيلاء ,",12,0.000000,low,0.251396,low
"فقد رأى أمير المؤمنين عمر بن الخطاب رضي الله عنه , شابا يمشي بطيئا متظاهرا بالضعف ,",12,0.000000,low,0.269021,low
فسأله قائلا : أمريض أنت ؟,9,0.003214,low,0.486262,mid
"قال : لا يا أمير المؤمنين , فضربه بالدرة وأمره أن يمشي بقوة .",12,0.003550,low,0.594745,mid
"فالمراد في الآية : السكينة والوقار ,",12,0.000000,low,0.437628,mid
"كما قال رسول الله صلى الله عليه وسلم : ( إذا أتيتم الصلاة فلا تأتوها وأنتم تسعون , وأتوها وعليكم السكينة ,",13,0.000000,low,0.546920,mid
"فما أدركتم منها فصلوا , وما فاتكم فأتموا ) .",10,0.000000,low,0.273738,low
"والمؤمن لا يتكلف هذه المشية , ولكن الطاعة والعبادة والخشية من الله تصوغ نفسه , وتصبغ أقواله وأفعاله , فيبدو متميزا في كل شيء حتى في مشيته .",14,0.000000,low,0.359809,mid
أمة الإسلام,11,0.000000,low,0.599647,mid
المسلمون في تشاد,6,0.000000,low,0.861540,high
"وصل الإسلام إلى تشاد في القرن الثالث الهجري ,",12,0.000000,low,0.804828,high
"وقيل إن أول قائد مسلم وصل إليها هو عقبة بن نافع ,",10,0.000000,low,0.759951,high
"وقد دخل أهل تشاد الإسلام من غير قتال , بعد اقتناعهم بأنه دين الله الحق .",10,0.000000,low,0.581319,mid
"تقع جمهورية تشاد الإسلامية وسط القارة الأفريقية ,",7,0.000000,low,0.711491,high
"يحدها من الشرق السودان , ومن الشمال ليبيا ومن الغرب النيجر والكاميرون ونيجيريا ومن الجنوب جمهورية أفريقيا الوسطى ,",14,0.000000,low,0.430010,mid
"وهي دولة داخلية , أي لا تطل على بحر أو محيط ,",8,0.000000,low,0.526111,mid
"عاصمتها "" أنجمينا "" , لغاتها الرسمية : العربية والفرنسية ,",12,0.002765,low,0.402595,mid
"عدد سكانها تسعة ملايين نسمة تقريبا , 85 % منهم مسلمون ,",13,0.001172,low,0.748260,high
نالت تشاد استقلالها عن فرنسا سنة 1960 .,14,0.013841,low,0.645799,mid
"تعتبر تشاد همزة الوصل بين الدول الإسلامية في شمال أفريقيا وآسيا ودول الجنوب والغرب الأفريقي ,",13,0.001692,low,0.701207,high
"كما أنها من أهم المناطق الإسلامية في أفريقيا , حيث أن موقعها بين الدول العربية والأفريقية جعلها ملتقى لكثير من الحضارات العربية والأفريقية .",13,0.000000,low,0.550771,mid
"توجد هناك كثير من المدارس الإسلامية و "" الخلاوي "" أو "" الكتاتيب "" التي تقوم بتحفيظ القرآن لأبناء المسلمين ,",14,0.000000,low,0.476283,mid
"يقوم خريجو الجامعات من أبناء تشاد , بدور مهم في التعليم الديني , وذلك بإنشاء الكثير من المدارس الإسلامية , والخلاوي القرآنية .",12,0.000000,low,0.590226,mid
"يوجد في تشاد عدد من المعاهد والكليات الإسلامية , التي تأسست بالتعاون مع بعض المؤسسات في الدول العربية ,",11,0.000000,low,0.692607,high
"حيث قامت رابطة العالم الإسلامي في مكة المكرمة بتقديم الدعم لإنشاء عدد من المعاهد الإسلامية ,",12,0.000000,low,0.668531,high
"كما تم إنشاء كلية للشريعة الإسلامية في "" أنجمينا "" , تضم أقساما لدراسة العلوم الإسلامية واللغة العربية .",12,0.000000,low,0.721449,high
"تم إنشاء جامعة الملك فيصل التي بدأت عملها بإنشاء كلية اللغة العربية ,",10,0.000000,low,0.715606,high
"وقد تطورت هذه الجامعة لتضم الكثير من الكليات الأخرى , التي يدرس بها عدة آلاف من الطلاب المسلمين .",12,0.000000,low,0.526177,mid
"يرتبط مسلمو تشاد بالأزهر ارتباطا وثيقا , حيث كان لطلبة تشاد رواق خاص بهم , عرف باسم "" رواق تشاد "" بالأزهر ,",12,0.005162,low,0.573657,mid
"وبعد إلغاء نظام الأروقة , تضم مدينة البعوث الإسلامية بالأزهر عدة مئات من أبناء المسلمين في تشاد الذين يدرسون في الكليات الأزهرية .",14,0.000000,low,0.541381,mid
الأعياد الإسلامية في تشاد لها طابع خاص .,12,0.000000,low,0.717368,high
"يكسو البلاد فرحا وبهجة ,",9,0.084059,low,0.300805,low
"يبدأ الاستعداد لاستقبال العيد قبل أسبوع , حيث تغلق كل المحال أبوابها ,",8,0.000000,low,0.404292,mid
"لذا فإنهم يشترون احتياجاتهم قبل العيد بمدة طويلة , كي يتفرغ الجميع لاستقبال العيد .",10,0.000096,low,0.284679,low
"في أول أيام العيد , يخرج الأطفال في جماعات كبيرة ,",7,0.000896,low,0.511711,mid
"يمرون على بيوت الأقارب , وهم يلبسون أزياءهم الوطنية , وهو ما يضفي على العيد مزيدا من البهجة والفرح والمرح .",13,0.135883,low,0.385104,mid
"ومن الأعراف المتبعة هناك , أن يتصالح المتخاصمون في العيد ,",11,0.008450,low,0.421775,mid
"كما أن لهم تقليدا خاصا في ذبح أضاحيهم في عيد الأضحى , حيث يقوم مفتي البلاد بذبح أضحيته , وينقل التلفاز هذا الحدث على الهواء مباشرة ,",12,0.000000,low,0.492988,mid
"يبدأ بعدها الناس في ذبح أضاحيهم ,",7,0.005539,low,0.683887,high
"كما أن الأسرة التشادية , غالبا ما تضحي بذبيحة عن كل فرد فيها , وذلك بسبب وفرة الأغنام والأبقار هناك , حيث أن تصدير المواشي والأغنام يمثل غالبية صادرات تشاد .",15,0.015654,low,0.500235,mid
أحباب الله,7,0.023786,low,0.283197,low
سراقة . . يفوز بالجائزة الكبرى,7,0.008122,low,0.361339,mid
"كانت مكة تبدو هادئة كعادتها ,",10,0.000000,low,0.233729,low
"فتحركات المشركين المذعورة لم تعكر صفوها , رغم أن صدورهم كانت تتأجج نارا , بعد أن خرج رسول الله صلى الله عليه وسلم من داره , فلم يروه رغم أنهم كانوا متربصين أمام بابه ,",14,0.000000,low,0.253264,low
"فمضى ولم يعرفوا إلى أين ذهب ,",8,0.000000,low,0.356674,mid
"كان كل همهم ألا يخرج رسول الله صلى الله عليه وسلم مهاجرا , كي لا يلتف الناس حوله , ويصبح قوة تهدد أمنهم .",13,0.003463,low,0.336151,mid
"لم يعرف هؤلاء أن رسول الله صلى الله عليه وسلم خرج من بيته إلى بيت صاحبه الصديق رضي الله عنه , انتظارا لتلك الساعات الحاسمة في تاريخ الأمة , بل في تاريخ الدنيا كلها , حينما تبدأ رحلة الهجرة النبوية .",14,0.000000,low,0.535427,mid
"كان لا بد أن يحاط خروجه صلى الله عليه وسلم من بيت الصديق بسرية تامة ,",12,0.008178,low,0.342505,mid
